7.200000000000000000e+01,1.660000000000000000e+02
4.500000000000000000e+01,9.300000000000000000e+01
5.100000000000000000e+01,1.370000000000000000e+02
5.300000000000000000e+01,1.420000000000000000e+02
5.600000000000000000e+01,1.460000000000000000e+02
5.800000000000000000e+01,1.510000000000000000e+02
6.000000000000000000e+01,1.560000000000000000e+02
6.300000000000000000e+01,1.600000000000000000e+02
6.700000000000000000e+01,1.630000000000000000e+02
4.500000000000000000e+01,9.800000000000000000e+01
4.500000000000000000e+01,1.030000000000000000e+02
4.500000000000000000e+01,1.080000000000000000e+02
4.500000000000000000e+01,1.130000000000000000e+02
4.500000000000000000e+01,1.180000000000000000e+02
4.600000000000000000e+01,1.230000000000000000e+02
4.800000000000000000e+01,1.280000000000000000e+02
4.900000000000000000e+01,1.330000000000000000e+02
1.260000000000000000e+02,9.400000000000000000e+01
1.120000000000000000e+02,1.460000000000000000e+02
1.080000000000000000e+02,1.510000000000000000e+02
1.030000000000000000e+02,1.550000000000000000e+02
9.700000000000000000e+01,1.580000000000000000e+02
9.200000000000000000e+01,1.620000000000000000e+02
8.600000000000000000e+01,1.640000000000000000e+02
7.900000000000000000e+01,1.660000000000000000e+02
1.260000000000000000e+02,1.010000000000000000e+02
1.260000000000000000e+02,1.070000000000000000e+02
1.260000000000000000e+02,1.130000000000000000e+02
1.250000000000000000e+02,1.190000000000000000e+02
1.240000000000000000e+02,1.250000000000000000e+02
1.220000000000000000e+02,1.310000000000000000e+02
1.200000000000000000e+02,1.360000000000000000e+02
1.170000000000000000e+02,1.420000000000000000e+02
5.600000000000000000e+01,1.000000000000000000e+02
5.700000000000000000e+01,9.800000000000000000e+01
5.100000000000000000e+01,9.800000000000000000e+01
5.300000000000000000e+01,9.900000000000000000e+01
5.900000000000000000e+01,1.000000000000000000e+02
5.700000000000000000e+01,9.800000000000000000e+01
6.200000000000000000e+01,1.000000000000000000e+02
5.700000000000000000e+01,9.600000000000000000e+01
5.300000000000000000e+01,9.600000000000000000e+01
6.000000000000000000e+01,9.700000000000000000e+01
4.600000000000000000e+01,8.900000000000000000e+01
4.900000000000000000e+01,9.000000000000000000e+01
5.300000000000000000e+01,9.100000000000000000e+01
6.100000000000000000e+01,9.500000000000000000e+01
5.700000000000000000e+01,9.300000000000000000e+01
4.900000000000000000e+01,8.700000000000000000e+01
5.400000000000000000e+01,8.800000000000000000e+01
6.200000000000000000e+01,9.300000000000000000e+01
5.800000000000000000e+01,9.000000000000000000e+01
5.900000000000000000e+01,1.340000000000000000e+02
7.200000000000000000e+01,1.450000000000000000e+02
6.500000000000000000e+01,1.380000000000000000e+02
6.200000000000000000e+01,1.390000000000000000e+02
6.600000000000000000e+01,1.430000000000000000e+02
8.200000000000000000e+01,1.390000000000000000e+02
8.700000000000000000e+01,1.400000000000000000e+02
8.000000000000000000e+01,1.440000000000000000e+02
7.200000000000000000e+01,1.400000000000000000e+02
9.200000000000000000e+01,1.350000000000000000e+02
7.100000000000000000e+01,1.370000000000000000e+02
6.800000000000000000e+01,1.340000000000000000e+02
6.300000000000000000e+01,1.340000000000000000e+02
6.100000000000000000e+01,1.350000000000000000e+02
6.400000000000000000e+01,1.360000000000000000e+02
7.400000000000000000e+01,1.350000000000000000e+02
8.300000000000000000e+01,1.350000000000000000e+02
8.900000000000000000e+01,1.360000000000000000e+02
8.100000000000000000e+01,1.370000000000000000e+02
7.100000000000000000e+01,1.350000000000000000e+02
6.900000000000000000e+01,9.900000000000000000e+01
6.800000000000000000e+01,1.070000000000000000e+02
6.600000000000000000e+01,1.160000000000000000e+02
6.400000000000000000e+01,1.000000000000000000e+02
6.000000000000000000e+01,1.160000000000000000e+02
5.800000000000000000e+01,1.230000000000000000e+02
6.000000000000000000e+01,1.270000000000000000e+02
6.300000000000000000e+01,1.280000000000000000e+02
6.700000000000000000e+01,1.300000000000000000e+02
7.600000000000000000e+01,1.010000000000000000e+02
7.900000000000000000e+01,1.170000000000000000e+02
8.200000000000000000e+01,1.230000000000000000e+02
7.800000000000000000e+01,1.270000000000000000e+02
7.300000000000000000e+01,1.280000000000000000e+02
6.400000000000000000e+01,1.250000000000000000e+02
9.100000000000000000e+01,1.030000000000000000e+02
9.100000000000000000e+01,1.000000000000000000e+02
8.300000000000000000e+01,1.010000000000000000e+02
8.700000000000000000e+01,1.020000000000000000e+02
9.500000000000000000e+01,1.020000000000000000e+02
9.100000000000000000e+01,1.000000000000000000e+02
9.800000000000000000e+01,1.010000000000000000e+02
9.000000000000000000e+01,9.800000000000000000e+01
8.600000000000000000e+01,9.900000000000000000e+01
9.500000000000000000e+01,9.900000000000000000e+01
7.700000000000000000e+01,9.600000000000000000e+01
8.400000000000000000e+01,9.400000000000000000e+01
9.000000000000000000e+01,9.400000000000000000e+01
9.700000000000000000e+01,9.400000000000000000e+01
1.040000000000000000e+02,9.500000000000000000e+01
7.600000000000000000e+01,9.300000000000000000e+01
8.300000000000000000e+01,9.000000000000000000e+01
9.100000000000000000e+01,8.900000000000000000e+01
9.800000000000000000e+01,9.000000000000000000e+01
